FID,STOPID,NAME,TOWN,0730_0930,1200_1400,1500_1830,2000_2100,x,y,z,PhotoF,PhotoS
5772,16854,Fagley Road Frodingham Villas,Fagley,5,6,3,1,418932,434858,180,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16854&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16854&view=side
5773,16855,Fagley Road Frodingham Villas,Fagley,5,6,2,1,418951,434858,180,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16855&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16855&view=side
5774,16856,Fagley Road Foston Lane,Upper Fagley,5,6,3,1,419073,434941,170,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16856&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16856&view=side
5775,16857,Fagley Road Foston Lane,Fagley,5,6,1,1,419126,434962,170,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16857&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16857&view=side
5776,16858,Gain Lane Fagley Rd,Fagley,0,1,1,0,418522,434491,200,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16858&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16858&view=side
5777,16859,Gain Lane Fagley Rd,Fagley,0,1,1,0,418535,434499,200,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16859&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16859&view=side
5778,16860,New Road Henshaw Lane,Yeadon,3,5,2,2,420456,440349,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16860&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16860&view=side
5779,16861,New Road Henshaw Lane,Yeadon,3,4,3,2,420378,440421,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16861&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16861&view=side
5780,16862,New Road Side Barfield Ave,Yeadon,3,5,2,2,420288,440550,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16862&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16862&view=side
5781,16863,New Road Side Barfield Ave,Yeadon,3,4,3,2,420247,440580,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16863&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16863&view=side
5782,16864,Greenlea Avenue,Yeadon,5,6,3,2,420040,440771,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16864&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16864&view=side
5783,16865,Greenlea Avenue,Yeadon,5,7,3,2,419991,440753,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16865&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16865&view=side
5784,16866,Greenlea Mount Greenlea Road,Yeadon,5,7,3,2,419841,440645,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16866&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16866&view=side
5785,16868,New Road Westfield Avenue,Westfield,3,4,3,2,420033,440849,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16868&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16868&view=side
5786,16869,New Road Westfield Avenue,Westfield,3,4,2,2,420020,440894,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16869&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16869&view=side
5787,16870,New Rd Nunroyd Park,Guiseley,3,3,1,1,419807,441269,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16870&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16870&view=side
5788,16871,New Rd Nunroyd Park,Westfield,2,3,2,1,419769,441330,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16871&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16871&view=side
5789,16872,New Road Nunroyd Avenue,Westfield,2,3,1,1,419634,441567,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16872&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16872&view=side
5790,16873,Leeds Road,Guiseley,2,4,3,1,419468,441639,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16873&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16873&view=side
5791,16875,The Green,Guiseley,4,6,4,3,419346,441787,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16875&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16875&view=side
5792,16876,Town Gate Church Street,Guiseley,3,6,4,3,419377,442163,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16876&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16876&view=side
5793,16878,Queensway Town Gate Close,Guiseley,4,7,5,4,419437,442215,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16878&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16878&view=side
5794,16879,Queensway Town Gate Close,Guiseley,5,7,5,3,419454,442224,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16879&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16879&view=side
5795,16880,Queensway Ruskin Crescent,Guiseley,5,7,5,3,419741,442090,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16880&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16880&view=side
5796,16881,Queensway Ruskin Crescent,Guiseley,4,7,5,4,419741,442076,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16881&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16881&view=side
5797,16882,Queensway Spenser Rise,Guiseley,4,8,5,4,419949,441965,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16882&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16882&view=side
5798,16883,Queensway Spenser Rise,Guiseley,5,8,5,3,419959,441968,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16883&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16883&view=side
5799,16884,Queensway Tennyson Street,Guiseley,4,7,5,4,420198,441745,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16884&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16884&view=side
5800,16885,Queensway Shaw Royd,Yeadon,5,7,5,3,420222,441707,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16885&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16885&view=side
5801,16886,Queensway Coppice Wood Avenue,Yeadon,4,7,5,4,420466,441574,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16886&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16886&view=side
5802,16887,Coppice Wood Avenue,Yeadon,6,7,5,3,420497,441571,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16887&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16887&view=side
5803,16888,Queensway Manor Close,Yeadon,3,5,4,3,420621,441293,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16888&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16888&view=side
5804,16889,Queensway Manor Close,Yeadon,4,5,3,2,420630,441280,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16889&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16889&view=side
5805,16890,Haworth Lane Kirk Lane,Yeadon,1,1,1,1,420622,441171,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16890&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16890&view=side
5806,16892,Railway Station,Guiseley,3,4,3,2,419014,442135,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16892&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16892&view=side
5807,16894,Netherfield Road Netherfield Rise,Guiseley,1,1,1,0,418849,442334,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16894&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16894&view=side
5808,16895,Netherfield Road Greenshaw Terrace,Guiseley,1,1,1,0,418738,442448,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16895&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16895&view=side
5809,16897,Netherfield Road,Guiseley,1,1,1,0,418619,442660,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16897&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16897&view=side
5810,16899,Netherfield Road,Guiseley,1,1,1,0,418595,442848,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16899&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16899&view=side
5811,16901,Bolton Road Cringles Lane,Silsden,2,2,2,1,404947,448569,240,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16901&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16901&view=side
5812,16902,Bolton Road Cringles Lane,Silsden,2,2,2,1,404925,448554,240,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16902&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16902&view=side
5813,16903,Bolton Road Cringles Lane,Silsden - Cringles,2,2,2,1,404896,448301,230,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16903&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16903&view=side
5814,16904,Bolton Road Cringles Lane,Silsden - Cringles,2,2,2,1,404889,448274,230,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16904&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16904&view=side
5815,16905,Broadway Feather Bank Ln,Horsforth,1,1,1,0,423618,437566,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16905&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16905&view=side
5816,16906,Bolton Road Fishbeck Lane,Silsden,2,2,2,1,404931,447935,210,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16906&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16906&view=side
5817,16907,Bolton Road Reservoir,Silsden,2,2,2,1,404831,447471,180,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16907&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16907&view=side
5818,16908,Bolton Road North Street,Silsden - Town End,2,2,2,1,404570,446868,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16908&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16908&view=side
5819,16909,Bolton Road Pickard Lane,Silsden,2,2,2,1,404426,446727,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16909&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16909&view=side
5820,16910,Bolton Road Pickard Lane,Silsden,2,2,2,1,404385,446705,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16910&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16910&view=side
5821,16911,Bolton Road Bell Square,Silsden,2,2,2,1,404228,446567,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16911&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16911&view=side
5822,16912,Memorial Gardens S4,Silsden,2,1,1,0,404182,446492,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16912&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16912&view=side
5823,16913,Kirkgate Aire View,Silsden,1,1,1,0,404187,446258,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16913&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16913&view=side
5824,16914,Kirkgate Aire View,Silsden,2,1,1,0,404205,446238,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16914&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16914&view=side
5825,16915,Albert Square Mill Banks,Silsden,3,2,2,1,404115,446027,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16915&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16915&view=side
5826,16916,Keighley Road Walkers Place,Silsden,2,2,2,1,404100,445964,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16916&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16916&view=side
5827,16917,Keighley Road Belton Road,Silsden,3,2,2,1,404001,445734,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16917&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16917&view=side
5828,16918,Keighley Road Belton Road,Silsden,3,2,2,1,404011,445724,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16918&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16918&view=side
5829,16919,Keighley Road Silsden Bridge,Silsden,3,2,2,1,403872,445262,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16919&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16919&view=side
5830,16920,Keighley Road Silsden Bridge,Silsden,3,2,2,1,403827,445186,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16920&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16920&view=side
5831,16921,Denby Dale Road Avondale Street,Thornes,3,4,2,2,433058,420027,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16921&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16921&view=side
5832,16922,Denby Dale Road Clarence Park,Thornes,4,4,2,2,432955,419692,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16922&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16922&view=side
5833,16923,Holmfield Park,Thornes,3,3,2,2,432872,419460,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16923&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16923&view=side
5834,16924,Denby Dale Road Holmfield Lane,Thornes,3,3,1,1,432813,419212,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16924&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16924&view=side
5835,16925,Denby Dale Road Thornes Office Park,Thornes,3,3,1,1,432742,419037,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16925&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16925&view=side
5836,16926,Denby Dale Road Calder Island Way,Thornes,3,3,1,1,432625,418672,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16926&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16926&view=side
5837,16927,Denby Dale Road Calder Bridge,Thornes,3,3,1,1,432567,418540,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16927&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16927&view=side
5838,16928,Denby Dale Road Calder Bridge,Thornes,2,3,2,2,432546,418569,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16928&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16928&view=side
5839,16929,Denby Dale Road Pugneys Country Park,Durkar,3,3,1,1,432419,418234,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16929&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16929&view=side
5840,16930,Denby Dale Road Pugneys Country Park,Thornes,2,3,2,2,432425,418299,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16930&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16930&view=side
5841,16931,Denby Dale Road Calder Island Way,Thornes,2,3,2,2,432618,418746,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16931&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16931&view=side
5842,16932,Denby Dale Road Thornes Office Park,Thornes,2,3,2,2,432710,418999,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16932&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16932&view=side
5843,16933,Denby Dale Road Holmfield Lane,Thornes,2,3,2,2,432780,419205,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16933&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16933&view=side
5844,16934,Thornes Lane,Thornes,3,4,2,2,432825,419468,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16934&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16934&view=side
5845,16935,Denby Dale Road Horne Street,Thornes,3,4,2,2,432956,419798,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16935&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16935&view=side
5846,16936,Thornes Lane Field Lane,Thornes,0,2,1,0,433072,419617,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16936&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16936&view=side
5847,16937,Thornes Lane Seymour Street,Thornes,0,2,1,0,433223,419764,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16937&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16937&view=side
5848,16938,Thornes Lane Tadman Street,Thornes,0,1,1,0,433357,419864,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16938&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16938&view=side
5849,16939,Thornes Lane Thornes Lane Wharf,Thornes,1,1,1,0,433594,419964,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16939&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16939&view=side
5850,16940,Denby Dale Road Wadhouse Lane,Durkar,2,1,1,0,432053,417676,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16940&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16940&view=side
5851,16941,Denby Dale Road Wadhouse Lane,Durkar,1,1,1,1,432056,417713,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16941&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16941&view=side
5852,16942,Denby Dale Road Denby Dale Road East,Durkar,2,1,1,0,431876,417493,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16942&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16942&view=side
5853,16943,Denby Dale Road Denby Dale Road East,Durkar,1,1,1,1,431890,417544,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16943&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16943&view=side
5854,16944,Denby Dale Road Roundabout,Durkar,2,2,1,0,431515,417289,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16944&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16944&view=side
5855,16945,Denby Dale Road Roundabout,Durkar,1,2,1,1,431536,417336,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16945&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16945&view=side
5856,16946,Denby Dale Road Denby Dale Road West,Calder Grove,2,2,1,0,430853,416994,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16946&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16946&view=side
5857,16947,Denby Dale Road,Calder Grove,1,2,1,1,430889,417051,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16947&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16947&view=side
5858,16948,Calder Grove Post Office,Calder Grove,1,2,1,1,430644,416879,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16948&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16948&view=side
5859,16949,Calder Grove Post Office,Calder Grove,2,2,1,0,430563,416838,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16949&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16949&view=side
5860,16950,Hollin Lane Grove Park,Calder Grove,0,1,0,0,430799,416653,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16950&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16950&view=side
5861,16951,Painthorpe Lane Garden Terrace,Crigglestone,3,5,3,1,431027,415799,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16951&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16951&view=side
5862,16952,Painthorpe Lane Woodmoor Drive,Crigglestone,3,5,3,1,430933,415843,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16952&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16952&view=side
5863,16953,Barnsley Road Walton Station Lane,Milnthorpe,7,8,5,2,434007,417781,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16953&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16953&view=side
5864,16954,Walton Lane End The Wickets,Milnthorpe,7,8,5,2,434180,417991,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16954&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16954&view=side
5865,16955,Barnsley Road Beechfield,Sandal,7,8,8,2,434211,418002,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16955&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16955&view=side
5866,16956,Walton Lane End Castle Road,Sandal,10,13,8,4,434266,418143,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16956&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16956&view=side
5867,16957,Barnsley Road Sandal Avenue,Sandal,10,13,8,4,434198,418402,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16957&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16957&view=side
5868,16958,Barnsley Road Agbrigg Road,Sandal,13,14,11,4,434160,418574,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16958&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16958&view=side
5869,16959,Barnsley Road Burkill Street,Sandal,11,14,9,4,434036,418944,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16959&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16959&view=side
5870,16960,Barnsley Road Burkill Street,Belle Isle,13,14,10,4,434009,419083,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16960&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16960&view=side
5871,16961,Barnsley Road Sparable Lane,Belle Isle,13,16,11,5,433956,419175,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16961&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16961&view=side
